Dept.,Crs.,Sections,E/En,Prov.,R/O,Author,Title,Vl,Ed,Publisher,Cp,B,Price,Category,Picture,tax_status,tax_class,,Default
PP,220,A,50,26,R,MALHORTA A,TRANSCREATION OF THE BHAGAVAD GITA,,,PEARSON,,P,25.95,Textbook->Philosophy->200,PP220A02.JPG,taxable,standard-rate,,
PP,220,A,50,42,R,N/A,ADVAITA VEDANTA,,,SBS,,P,15,Textbook->Philosophy->200,PP220A3.JPG,taxable,standard-rate,,
PP,223,OC1,50,40,R,NARVESON J,MORAL MATTERS 2/E,,2N,BROADVIEW,,P,37.95,Textbook->Philosophy->200,PP223OC101.JPG,taxable,standard-rate,,
PP,223,OC1,50,40,R,SOIFER,ETHICAL ISSUES,,3,BROADVIEW,,P,66.95,Textbook->Philosophy->200,PP223OC102.JPG,taxable,standard-rate,,
PP,224,OC1,80,70,R,"WILLISTON, B",ENVIRONMENTAL ETHICS FOR CANADIANS,,,OXFORD,,P,83.95,Textbook->Philosophy->200,PP224OC1.JPG,taxable,standard-rate,,
PP,230,OC1,50,40,R,NA,PP 230 ONLINE LEARNING COURSE PACKAGE,,,WLUPS,,P,43.95,Textbook->Philosophy->200,PP230OC1.JPG,taxable,standard-rate,,
PP,233,A,0,0,R,NA,PP 233 COURSE PACKAGE,,,WLUPS,,P,30.95,Textbook->Philosophy->200,PP233A.JPG,taxable,standard-rate,,
PP,240D,A,75,60,R,KANE,CONTEMPORARY INTRODUCTION TO FREE WILL,,,OXFORD,,P,27.95,Textbook->Philosophy->200,PP240DA.JPG,taxable,standard-rate,,
PP,247,A,0,0,R,N/A,PP 247 A COURSE PACKAGE,,,WLUPS,,P,54.85,Textbook->Philosophy->200,PP247A.JPG,taxable,standard-rate,,
PP,247,OC1,75,50,R,NA,PP 247 ONLINE LEARNING COURSE PACKAGE,,,WLUPS,,P,52.95,Textbook->Philosophy->200,PP247OC1.JPG,taxable,standard-rate,,
PP,262,A,0,38,R,"DESCARTES, SPIN",READINGS IN MODERN PHILOSOPHY,1,,HACKETT,,P,24.2,Textbook->Philosophy->200,PP262A.JPG,taxable,standard-rate,,
PP,350J,A,0,22,R,"DESCARTES, SPIN",THE RATIONALISTS,,1,RANDOM,,P,23.95,Textbook->Philosophy->300,PP350JA01.JPG,taxable,standard-rate,,
PP,350J,A,0,22,R,HUENEMAN,UNDERSTANDING RATIONALISM,,1,MCGILL,,P,27.95,Textbook->Philosophy->300,PP350JA02.JPG,taxable,standard-rate,,
PP,380H,A,0,30,R,RABINOW P,FOUCAULT READER,,,RANDOM,,P,22,Textbook->Philosophy->300,PP380HA.JPG,taxable,standard-rate,,
PP,470S,A,20,20,R,"FISCHER, J",METAPHYSICS OF DEATH,,,CHICAGO,,P,36.95,Textbook->Philosophy->400,PP470SA01.JPG,taxable,standard-rate,,
PP,470S,A,20,20,R,"TOLSTOY, L",DEATH OF IVAN LYNCH,,,NACS,,P,8.95,Textbook->Philosophy->400,PP470SA02.JPG,taxable,standard-rate,,
PP,470U,A,0,0,R,N/A,PP 470U/687B COURSE PACKAGE,,,WLUPS,,P,0,Textbook->Philosophy->400,PP470UA.JPG,taxable,standard-rate,,*
PP,480U,A,20,20,R,TAYLOR C,SOURCES OF THE SELF,,,HARVARD,,P,36.85,Textbook->Philosophy->400,PP480UA01.JPG,taxable,standard-rate,,
PP,480U,A,20,20,R,TAYLOR C,MODERN SOCIAL IMAGINARIES,,,NACS,,,25.25,Textbook->Philosophy->400,PP480UA02.JPG,taxable,standard-rate,,
PP,480U,A,20,20,R,TAYLOR C,MALAISE OF MODERNITY,,,HARPER,,P,18.95,Textbook->Philosophy->400,PP480UA03.JPG,taxable,standard-rate,,
PP,480U,A,20,54,R,TAYLOR C,DEMOCRACIA REPUBLICANA/REPULICAN DEMOCRACY,,,UTP,,P,16.95,Textbook->Philosophy->400,PP480UA04.JPG,taxable,standard-rate,,
PP,680A,A,0,8,R,SHER G,WHO KNEW RESPONSIBILITY WITHOUT AWARNESS,,,OXFORD,,,27.95,Textbook->Philosophy->600,PP680AA01.JPG,taxable,standard-rate,,
PP,680A,A,0,8,R,FRICKER M,EPISTEMIC INJUSTICE POWER AND THE ETHICS OF KN,,,OXFORD,,P,42,Textbook->Philosophy->600,PP680AA02.JPG,taxable,standard-rate,,
PP,680A,A,0,8,R,JOSE MEDINA,THE EPISTEMOLOGY OF RESISTANCE,,,OXFORD,,P,38.95,Textbook->Philosophy->600,PP680AA03.JPG,taxable,standard-rate,,
PP,687A,A,10,0,R,N/A,PP 687A-A COURSE PACKAGE,,,WLUPS,,P,53.95,Textbook->Philosophy->600,PP687AA.JPG,taxable,standard-rate,,
PP,687B,A,0,0,R,N/A,PP 470U/687B COURSE PACKAGE,,,WLUPS,,P,0,Textbook->Philosophy->600,PP687BA.JPG,taxable,standard-rate,,*
PS,101,A,400,2225,R,WEITEN,PSYCHOLOGY THEMES & VARIATIONS 3/E + CONCEPTS,,3,NELSON,,P,128.95,Textbook->Phychology->100,PS101A.JPG,taxable,standard-rate,,
PS,101,B,400,2225,R,WEITEN,PSYCHOLOGY THEMES & VARIATIONS 3/E + CONCEPTS,,3,NELSON,,P,128.95,Textbook->Phychology->100,PS101B.JPG,taxable,standard-rate,,
PS,101,C,400,2225,R,WEITEN,PSYCHOLOGY THEMES & VARIATIONS 3/E + CONCEPTS,,3,NELSON,,P,128.95,Textbook->Phychology->100,PS101C.JPG,taxable,standard-rate,,
PS,101,D,400,2225,R,WEITEN,PSYCHOLOGY THEMES & VARIATIONS 3/E + CONCEPTS,,3,NELSON,,P,128.95,Textbook->Phychology->100,PS101D.JPG,taxable,standard-rate,,
PS,101,E,400,2225,R,WEITEN,PSYCHOLOGY THEMES & VARIATIONS 3/E + CONCEPTS,,3,NELSON,,P,128.95,Textbook->Phychology->100,PS101E.JPG,taxable,standard-rate,,
PS,101,F,0,2225,R,WEITEN,PSYCHOLOGY THEMES & VARIATIONS 3/E + CONCEPTS,,3,NELSON,,P,128.95,Textbook->Phychology->100,PS101F01.JPG,taxable,standard-rate,,
PS,101,F,0,0,R,N/A,ICLICKER2 (NEW LED),,,VHPS,20,,49.99,Textbook->Phychology->100,PS101F02.JPG,taxable,standard-rate,,
PS,101,OC1,125,2225,R,WEITEN,PSYCHOLOGY THEMES & VARIATIONS 3/E + CONCEPTS,,3,NELSON,,P,128.95,Textbook->Phychology->100,PS101OC1.JPG,taxable,standard-rate,,
PS,102,A,0,2225,R,WEITEN,PSYCHOLOGY THEMES & VARIATIONS 3/E + CONCEPTS,,3,NELSON,,P,128.95,Textbook->Phychology->100,PS102A.JPG,taxable,standard-rate,,
PS,260,A,150,185,R,REISBERG,COGNITION EXPLORING THE SCIENCE OF THE MIND 5/,,5T,NORTON,,P,150,Textbook->Phychology->200,PS260A.JPG,taxable,standard-rate,,
PS,260,OC1,100,185,R,REISBERG,COGNITION EXPLORING THE SCIENCE OF THE MIND 5/,,5T,NORTON,,P,150,Textbook->Phychology->200,PS260OC1.JPG,taxable,standard-rate,,
PS,261,A,150,75,R,DOMJAN M,PRINCIPLES OF LEARNING AND BEHAVIOR/SNIFFY VIR,,,NELSON,,,175.95,Textbook->Phychology->200,PS261A.JPG,taxable,standard-rate,,
PS,261,OC1,100,65,R,DOMJAN M,PRINCIPLES OF LEARNING AND BEHAVIOUR 6/E,,6T,NELSON,,H,174.95,Textbook->Phychology->200,PS261OC1.JPG,taxable,standard-rate,,
PS,262,A,150,180,R,GOLDSTEIN,SENSATION AND PERCEPTION/W COURSEMATE ACCESS C,,,NELSON,,,152.95,Textbook->Phychology->200,PS262A.JPG,taxable,standard-rate,,
PS,262,OC1,0,180,R,GOLDSTEIN,SENSATION AND PERCEPTION/W COURSEMATE ACCESS C,,,NELSON,,,152.95,Textbook->Phychology->200,PS262OC1.JPG,taxable,standard-rate,,
PS,263,A,150,125,R,KALAT,BIOLOGICAL PSYCHO/MIND LIST ACCESS CARD 11TH,,11,NELSON,,,164.95,Textbook->Phychology->200,PS263A.JPG,taxable,standard-rate,,
PS,263,OC1,200,150,R,PINEL,BIOPSYCHOLOGY W/MYPSYCHLAB 8/E,,8T,PEARSON,,,175.95,Textbook->Phychology->200,PS263OC1.JPG,taxable,standard-rate,,
PS,264,A,200,100,R,PETRI AND GOVER,MOTIVATION THEORY RESEARCH AND APPLICATIONS 6T,,,NELSON,,,179.95,Textbook->Phychology->200,PS264A.JPG,taxable,standard-rate,,
PS,268,A,200,230,R,HART ET AL,DRUGS BEHAVIOUR AND SOCIETY,,1S,MCGRAW,,H,114.95,Textbook->Phychology->200,PS268A.JPG,taxable,standard-rate,,
PS,268,OC1,100,230,R,HART ET AL,DRUGS BEHAVIOUR AND SOCIETY,,1S,MCGRAW,,H,114.95,Textbook->Phychology->200,PS268OC1.JPG,taxable,standard-rate,,
PS,270,A,150,230,R,MYERS ET AL,SOCIAL PSYCHOLOGY 5/E W/CONNECT + ETEXT,,5T,MCGRAW,20,H,131.95,Textbook->Phychology->200,PS270A.JPG,taxable,standard-rate,,
PS,270,B,150,230,R,MYERS ET AL,SOCIAL PSYCHOLOGY 5/E W/CONNECT + ETEXT,,5T,MCGRAW,20,H,131.95,Textbook->Phychology->200,PS270B.JPG,taxable,standard-rate,,
PS,270,OC1,100,230,R,MYERS ET AL,SOCIAL PSYCHOLOGY 5/E W/CONNECT + ETEXT,,5T,MCGRAW,20,H,131.95,Textbook->Phychology->200,PS270OC1.JPG,taxable,standard-rate,,
PS,272,A,210,100,R,FORSYTH D,GROUP DYNAMICS 6TH,,6T,NELSON,20,H,139.95,Textbook->Phychology->200,PS272A.JPG,taxable,standard-rate,,
PS,275,A,150,145,R,N/A,DEVELOPMENTAL PSYCHOLOGY: CHILDHOOD AND ADOLES,,4T,NELSON,,H,157.95,Textbook->Phychology->200,PS275A.JPG,taxable,standard-rate,,
PS,275,OC1,100,80,R,SHAFFER ET AL,DEVELOPMENTAL PSYCHOLOGY CHILDHOOD AND ADOLESC,,4,NELSON,,H,157.95,Textbook->Phychology->200,PS275OC1.JPG,taxable,standard-rate,,
PS,277,A,150,85,R,CAVANAUGH ET AL,ADULT DEVELOPMENT AND AGING/W QUICK GUIDE TO R,,,NELSON,,H,186.95,Textbook->Phychology->200,PS277A.JPG,taxable,standard-rate,,
PS,280,A,150,210,R,DAVISON ET AL,ABNORMAL PSYCHOLOGY 4TH CDN EDITION,,4,WILEY,,H,155,Textbook->Phychology->200,PS280A.JPG,taxable,standard-rate,,
PS,280,B,150,210,R,DAVISON ET AL,ABNORMAL PSYCHOLOGY 4TH CDN EDITION,,4,WILEY,,H,155,Textbook->Phychology->200,PS280B.JPG,taxable,standard-rate,,
PS,282,A,0,110,R,DALTON ET AL,COMMUNITY PSYCHOLOGY LINKING INDIVIDUALS AND C,,3,NELSON,,H,129.95,Textbook->Phychology->200,PS282A.JPG,taxable,standard-rate,,
PS,282,B,0,78,R,KLOOS ET AL,COMMUNITY PSYCHOLOGY LINKING INDIVIDUALS AND C,,3,NELSON,,P,131.95,Textbook->Phychology->200,PS282B.JPG,taxable,standard-rate,,
PS,283,A,150,193,R,"WOOLFOLK, WINNI",EDUCATIONAL PSYCHOLOGY 5TH CANADIAN W/MYEDUCAT,,5,PEARSON,20,H,138.95,Textbook->Phychology->200,PS283A.JPG,taxable,standard-rate,,
PS,284,A,0,0,R,LANDY AND JEFFR,WORK IN THE 21ST CENTURY AN INTRODUCTION TO IN,,4,WILEY,,H,152.95,Textbook->Phychology->200,PS284A.JPG,taxable,standard-rate,,*
PS,285,A,200,115,R,MARKS ET AL,HEALTH PSYCHOLOGY 3RD,,3,NELSON,20,P,90.95,Textbook->Phychology->200,PS285A.JPG,taxable,standard-rate,,
PS,286,A,200,100,R,CROCKER,SPORT AND EXCERCISE PSYCHOLOGY A CANADIAN PERS,,2,PEARSON,20,P,142,Textbook->Phychology->200,PS286A.JPG,taxable,standard-rate,,
PS,287,A,150,93,R,HELGESON V,PSYCHOLOGY OF GENDER,,4,PEARSON,,,136.95,Textbook->Phychology->200,PS287A.JPG,taxable,standard-rate,,
PS,295,A,740,215,R,LEARY M,INTRODUCTION TO BEHAVIOURAL RESEARCH METHODS 6,,6,PEARSON,,,174.95,Textbook->Phychology->200,PS295A01.JPG,taxable,standard-rate,,
PS,295,A,740,0,R,N/A,ICLICKER2 (NEW LED),,,VHPS,20,,49.99,Textbook->Phychology->200,PS295A02.JPG,taxable,standard-rate,,
PS,295,B,740,215,R,LEARY M,INTRODUCTION TO BEHAVIOURAL RESEARCH METHODS 6,,6,PEARSON,,,174.95,Textbook->Phychology->200,PS295B01.JPG,taxable,standard-rate,,
PS,295,B,740,0,R,N/A,ICLICKER2 (NEW LED),,,VHPS,20,,49.99,Textbook->Phychology->200,PS295B02.JPG,taxable,standard-rate,,
PS,366,A,0,35,R,CARROLL D,PSYCHOLOGY OF LANGUAGE 5TH,,5,NELSON,,H,195.95,Textbook->Phychology->300,PS366A.JPG,taxable,standard-rate,,
PS,370,A,66,29,O,PELHAM & BLANTO,CONDUCTING RESEARCH IN PSYCHOLOGY MEASURING TH,,4,NELSON,,P,116.65,Textbook->Phychology->300,PS370A.JPG,taxable,standard-rate,,
PS,370,B,66,29,R,PELHAM & BLANTO,CONDUCTING RESEARCH IN PSYCHOLOGY MEASURING TH,,4,NELSON,,P,116.65,Textbook->Phychology->300,PS370B.JPG,taxable,standard-rate,,
PS,370,C,22,29,O,PELHAM & BLANTO,CONDUCTING RESEARCH IN PSYCHOLOGY MEASURING TH,,4,NELSON,,P,116.65,Textbook->Phychology->300,PS370C.JPG,taxable,standard-rate,,
PS,374,A,50,32,R,SCHNEIDER ET AL,APPLIED SOCIAL PSYCHOLOGY 2ND,,2,NELSON,,,90.95,Textbook->Phychology->300,PS374A.JPG,taxable,standard-rate,,
PS,375,B,22,5,O,MILLER,DEVELOPMENTAL RESEARCH METHODS 4TH,,4,NELSON,,P,102.95,Textbook->Phychology->300,PS375B01.JPG,taxable,standard-rate,,
PS,375,B,22,5,O,APA,PUBLICATION MANUAL OF THE AMERICAN PSYSIOLOGIC,,6,LOGIN,,,46.75,Textbook->Phychology->300,PS375B02.JPG,taxable,standard-rate,,
PS,378,A,50,45,R,HOFF E,LANGUAGE DEVELOPMENT/COURSEMART 5TH,,5,NELSON,,,159.95,Textbook->Phychology->300,PS378A01.JPG,taxable,standard-rate,,
PS,378,A,50,10,O,PARADIS ET AL,DUAL LANGUAGE DEVELOPMENT AND DISORDERS,,2,NACS,,P,53.2,Textbook->Phychology->300,PS378A02.JPG,taxable,standard-rate,,
PS,379,A,50,50,R,HEWARD W,EXCEPTIONAL CHILDREN A INTRODUCTION TO SPECAIL,,,PEARSON,,P,172.95,Textbook->Phychology->300,PS379A.JPG,taxable,standard-rate,,
PS,381,A,100,55,R,TRULL & PRINSTE,CLINICAL PSYCHOLOGY 8TH,,8,NELSON,,H,189.95,Textbook->Phychology->300,PS381A.JPG,taxable,standard-rate,,
PS,381,B,50,43,R,NAPIER ET AL,FAMILY CRUCIBLE,,,HARPER,19,P,18.99,Textbook->Phychology->300,PS381B.JPG,taxable,standard-rate,,
PS,382,A,22,0,R,NA,PS 382 COURSE PACKAGE,,,WLUPS,,P,39.95,Textbook->Phychology->300,PS382A.JPG,taxable,standard-rate,,
PS,383,A,50,22,R,KUGER & WINTER,PSYCHOLOGY OF ENVIRONMENTAL PROBLEMS,,3,TAYLOR,,P,63.75,Textbook->Phychology->300,PS383A.JPG,taxable,standard-rate,,
PS,390,A,50,38,R,SCHULTZ,HISTORY OF MODERN PSYCHOLOGY 10TH,,10,NELSON,,H,167.95,Textbook->Phychology->300,PS390A.JPG,taxable,standard-rate,,
PS,390,B,50,0,R,NA,PS 390 COURSE PACKAGE,,,WLUPS,,P,79.95,Textbook->Phychology->300,PS390B.JPG,taxable,standard-rate,,*
PS,390,OC1,50,35,R,N/A,PS 390 ONLINE LEARNING COURSE PACKAGE,,,WLUPS,,P,90.95,Textbook->Phychology->300,PS390OC1.JPG,taxable,standard-rate,,
PS,675,A,20,8,R,SLATER & QUINN,DEVELOPMENTAL PSYCHOLOGY REVISITING THE CLASSI,,,NELSON,20,P,38.95,Textbook->Phychology->600,PS675A.JPG,taxable,standard-rate,,
PS,800,A,0,8,R,KLINE R,PRINCIPLES AND PRACTICE OF STRUCTURAL EQUATION,,3,LOGIN,,P,62.95,Textbook->Phychology->800,PS800A.JPG,taxable,standard-rate,,
PS,880,A,0,5,R,ELLIOT A,BLACKWELL READER IN CONTEMPORARY SOCIAL THEORY,,,WILEY,19,H,74.99,Textbook->Phychology->800,PS880A.JPG,taxable,standard-rate,,
RE,100,A,150,90,R,HUGHES R,MYTHS AMERICA LIVES BY,,,NACS,,P,23.1,Textbook->Religion & Culture->100,RE100A01.JPG,taxable,standard-rate,,
RE,100,A,150,170,R,NYE M,RELIGION THE BASICS 2ND,,2,LOGIN,20,P,25.95,Textbook->Religion & Culture->100,RE100A02.JPG,taxable,standard-rate,,
RE,100,A,150,90,R,JOHNSON P,DIASPORA CONVERSIONS BLACK CARIB RELIGION AND,,,NACS,,P,46.7,Textbook->Religion & Culture->100,RE100A03.JPG,taxable,standard-rate,,
RE,100,A,150,90,R,NOTES AKWESASNE,BASIC CALL TO CONSCIOUSNESS,,,UTP,,P,50.95,Textbook->Religion & Culture->100,RE100A04.JPG,taxable,standard-rate,,
RE,100,A,150,90,R,MENCHU ET AL,I RIGOBERTA MENCHU AN INDIAN WOMAN IN GUATEMAL,,,RANDOM,,P,28.5,Textbook->Religion & Culture->100,RE100A05.JPG,taxable,standard-rate,,
RE,103,A,150,140,R,FROMM E,ART OF LOVING,,,HARPER,,P,18.99,Textbook->Religion & Culture->100,RE103A01.JPG,taxable,standard-rate,,
RE,103,A,150,170,R,NYE M,RELIGION THE BASICS 2ND,,2,LOGIN,20,P,25.95,Textbook->Religion & Culture->100,RE103A02.JPG,taxable,standard-rate,,
RE,103,OC1,100,75,R,PLATO GILL.C IN,SYMPOSIUM,,,CANBOOK,,P,10.99,Textbook->Religion & Culture->100,RE103OC101.JPG,taxable,standard-rate,,
RE,103,OC1,100,75,R,CS LEWIS,FOUR LOVES,,,NACS,,P,15.35,Textbook->Religion & Culture->100,RE103OC102.JPG,taxable,standard-rate,,
RE,103,OC1,100,70,R,N/A,RE 103 ONLINE LEARNING COURSE PACKAGE,,,WLUPS,,P,17.95,Textbook->Religion & Culture->100,RE103OC103.JPG,taxable,standard-rate,,
RE,104,A,150,0,R,NA,RE 104 A COURSE PACKAGE,,,WLUPS,,P,0,Textbook->Religion & Culture->100,RE104A01.JPG,taxable,standard-rate,,*
RE,104,A,150,135,R,COLOROSO,EXTRAORDINARY EVIL A BRIEF HISTORY OF GENOCIDE,,,CANBOOK,20,P,18.95,Textbook->Religion & Culture->100,RE104A02.JPG,taxable,standard-rate,,
RE,104,A,150,20,O,"NORTHEY, MCKIBB",MAKING SENSE: A STUDENT'S GUIDE TO RESEARCH &,,7,OXFORD,20,T,29.95,Textbook->Religion & Culture->100,RE104A03.JPG,taxable,standard-rate,,
RE,104,A,150,175,R,COOPER,ILLUSTRATED ENCYCLOPEDIA OF TRADITIONAL SYMBOL,,,CANBOOK,,P,22,Textbook->Religion & Culture->100,RE104A04.JPG,taxable,standard-rate,,
RE,104,OC1,100,135,R,COLOROSO,EXTRAORDINARY EVIL A BRIEF HISTORY OF GENOCIDE,,,CANBOOK,20,P,18.95,Textbook->Religion & Culture->100,RE104OC101.JPG,taxable,standard-rate,,
RE,104,OC1,100,75,R,NA,RE 104 ONLINE LEARNING COURSE PACKAGE,,,WLUPS,,P,29.95,Textbook->Religion & Culture->100,RE104OC102.JPG,taxable,standard-rate,,
RE,104,OC1,100,175,R,COOPER,ILLUSTRATED ENCYCLOPEDIA OF TRADITIONAL SYMBOL,,,CANBOOK,,P,22,Textbook->Religion & Culture->100,RE104OC103.JPG,taxable,standard-rate,,
RE,104,OC1,100,113,R,KING,TRUTH ABOUT STORIES,,,HARPER,20,P,19.95,Textbook->Religion & Culture->100,RE104OC104.JPG,taxable,standard-rate,,
RE,203,A,75,70,R,BARBOUR I,WHEN SCIENCE MEETS RELIGION,,,HARPER,20,P,22,Textbook->Religion & Culture->200,RE203A01.JPG,taxable,standard-rate,,*
RE,203,A,75,70,R,BARBOUR I,RELIGION AND SCIENCE HISTORICAL AND CONTEMPORA,,,HARPER,19,P,27.99,Textbook->Religion & Culture->200,RE203A02.JPG,taxable,standard-rate,,
RE,203,A,75,70,R,DIXON T,SCIENCE AND RELIGION A VERY SHORT INTRODUCTION,,,OXFORD,,P,11.95,Textbook->Religion & Culture->200,RE203A03.JPG,taxable,standard-rate,,
RE,204,A,0,0,R,N/A,RE 204 COURSE PACKAGE,,,WLUPS,,P,0,Textbook->Religion & Culture->200,RE204A.JPG,taxable,standard-rate,,*
RE,207,A,63,0,R,NAA,RE 207A COURSE PAKCAGE,,,WLUPS,,,12.95,Textbook->Religion & Culture->200,RE207A01.JPG,taxable,standard-rate,,
RE,207,A,63,54,R,PALS D,INTRODUCING RELIGION,,,OXFORD,,P,54.95,Textbook->Religion & Culture->200,RE207A02.JPG,taxable,standard-rate,,
RE,207,A,63,45,R,HINNELLS,ROUTLEDGE COMPANION TO THE STUDY OF RELIGION,,2,LOGIN,,P,68.5,Textbook->Religion & Culture->200,RE207A03.JPG,taxable,standard-rate,,
RE,207,A,63,20,O,COLE & SIMBI,SIKHS THEIR RELIGIOUS BELIEFS & PRACTICE,,,SBS,19,P,31.25,Textbook->Religion & Culture->200,RE207A04.JPG,taxable,standard-rate,,
RE,208,A,63,20,R,COLE & SIMBI,SIKHS THEIR RELIGIOUS BELIEFS & PRACTICE,,,SBS,19,P,31.25,Textbook->Religion & Culture->200,RE208A.JPG,taxable,standard-rate,,
RE,212,@OC,100,60,R,ESPIOTO ET AL,WORLD RELIGIONS TODAY 1ST CDN ED,,1,OXFORD,20,P,119.95,Textbook->Religion & Culture->200,RE212@OC01.JPG,taxable,standard-rate,,
RE,212,@OC,100,60,R,OXTOBY & SEGAL,CONCISE INTRO TO WORLD RELIGIONS & MAKING SENS,,,OXFORD,,P,95.95,Textbook->Religion & Culture->200,RE212@OC02.JPG,taxable,standard-rate,,
RE,212,@OC,100,60,R,NA,RE 212 ONLINE LEARNING COURSE PACKAGE,,,WLUPS,,P,20.95,Textbook->Religion & Culture->200,RE212@OC03.JPG,taxable,standard-rate,,
RE,213,A,75,0,R,NA,RE 213 A/MZ 213-A COURSE PACKAGE,,,WLUPS,,,22.95,Textbook->Religion & Culture->200,RE213A01.JPG,taxable,standard-rate,,
RE,213,A,75,10,O,ARMSTRONG K,MUHAMMAD A PROPHET FOR OUR TIME,,,HARPER,20,P,16.99,Textbook->Religion & Culture->200,RE213A02.JPG,taxable,standard-rate,,
RE,213,A,75,10,O,FREYER B,WOMEN IN THE QURAN TRADITIONS AND INTERPRETATI,,,OXFORD,19,P,26.95,Textbook->Religion & Culture->200,RE213A03.JPG,taxable,standard-rate,,
RE,213,A,75,25,R,ESPOSITO J,ISLAM THE STRAIGHT PATH 4TH,,4,OXFORD,,P,60.5,Textbook->Religion & Culture->200,RE213A04.JPG,taxable,standard-rate,,
RE,213,A,75,25,R,AYOUB M,ISLAM FAITH AND HISTORY,,,CDS,20,P,22.5,Textbook->Religion & Culture->200,RE213A05.JPG,taxable,standard-rate,,
RE,220,A,100,0,R,NA,RE 220 A COURSE PACKAGE,,,WLUPS,,P,6.95,Textbook->Religion & Culture->200,RE220A01.JPG,taxable,standard-rate,,
RE,220,A,100,100,R,KLASSEN,RELIGION AND POPULAR CULTURE A CULTURAL STUDIE,,,OXFORD,,,0,Textbook->Religion & Culture->200,RE220A02.JPG,taxable,standard-rate,,
RE,220,OC1,80,60,R,N/A,RE 220 ONLINE LEARNING COURSE PACKAGE,,,WLUPS,,P,15.95,Textbook->Religion & Culture->200,RE220OC101.JPG,taxable,standard-rate,,
RE,220,OC1,80,65,R,FROBES & REIN,RELIGION & POPULAR CULTURE IN AMERICA,,,NACS,,P,37.95,Textbook->Religion & Culture->200,RE220OC102.JPG,taxable,standard-rate,,
RE,220,OC1,80,60,R,MACDONALD S,HOLY COW AN INDIAN ADVENTURE,,,RANDOM,,P,16.95,Textbook->Religion & Culture->200,RE220OC103.JPG,taxable,standard-rate,,
RE,220,OC1,80,80,R,MURTHI,TALES OF DURGA,,,AMAR CHITR,,P,5,Textbook->Religion & Culture->200,RE220OC104.JPG,taxable,standard-rate,,
RE,224,A,75,50,R,CONWAY C,BEHOLD THE MAN JESUS AND GRECO-ROMAN MASCULINI,,,OXFORD,,P,59.95,Textbook->Religion & Culture->200,RE224A01.JPG,taxable,standard-rate,,
RE,224,A,75,50,R,RUETHER R,GODESSES AND THE DIVINE FEMININE,,,U CALIF,20,P,31.85,Textbook->Religion & Culture->200,RE224A02.JPG,taxable,standard-rate,,
RE,233,OC1,75,45,R,HESSE H,JOURNEY TO THE EAST,,,NACS,,P,14.95,Textbook->Religion & Culture->200,RE233OC1.JPG,taxable,standard-rate,,
RE,265,OC1,100,75,R,NA,RE 265 ONLINE LEARNING COURSE PACKAGE,,,WLUPS,,P,22.95,Textbook->Religion & Culture->200,RE265OC101.JPG,taxable,standard-rate,,
RE,265,OC1,100,75,R,DAWSON,CULTS AND NEW RELIGIOUS MOVEMENTS,,,WILEY,,P,56.99,Textbook->Religion & Culture->200,RE265OC102.JPG,taxable,standard-rate,,
RE,265,OC1,100,75,R,MELTON,CHURCH OF SCIENTOLOGY,,,CHICAGO,,P,15.35,Textbook->Religion & Culture->200,RE265OC103.JPG,taxable,standard-rate,,
RE,265,OC1,100,75,R,INTROVIGNE,UNIFICATION CHURCH,,,CHICAGO,,P,15.35,Textbook->Religion & Culture->200,RE265OC104.JPG,taxable,standard-rate,,
RE,265,OC1,100,75,R,SMITH,OSHO RAJNEESH,,,CHICAGO,,P,16.45,Textbook->Religion & Culture->200,RE265OC105.JPG,taxable,standard-rate,,
RE,265,OC1,100,75,R,WARBURG M,BAHAI,,,CHICAGO,,P,16.45,Textbook->Religion & Culture->200,RE265OC106.JPG,taxable,standard-rate,,
RE,308,A,50,10,R,EMERSON ET AL,WRITING ETHNOGRAPHIC FIELDNOTES 2ND,,2,NACS,,P,22,Textbook->Religion & Culture->300,RE308A01.JPG,taxable,standard-rate,,
RE,308,A,50,10,R,RABINOW P,REFLECTIONS ON FIELDWORK IN MOROCCO 2ND,,,NACS,,P,37.05,Textbook->Religion & Culture->300,RE308A02.JPG,taxable,standard-rate,,
RE,308,A,50,20,R,WILSON,RESEARCH IS CEREMONY: INDIGENOUS RESEARCH METH,,,BRUNSWICK/,20,,21.95,Textbook->Religion & Culture->300,RE308A03.JPG,taxable,standard-rate,,
RE,308,A,50,10,R,AGROSINO M,DOING CULTURAL ANTHROPOLOGY 2ND,,2,WAVELAND,,P,21.95,Textbook->Religion & Culture->300,RE308A04.JPG,taxable,standard-rate,,
RE,313,OC1,0,75,R,N/A,RE 313 ONLINE LEARNING COURSE PACKAGE,,,WLUPS,,P,44.95,Textbook->Religion & Culture->300,RE313OC101.JPG,taxable,standard-rate,,
RE,313,OC1,0,75,R,N/A,RE 313 ONLINE AFTER DANIEL REPRINT PACKAGE,,,WLUPS,,P,39.95,Textbook->Religion & Culture->300,RE313OC102.JPG,taxable,standard-rate,,
RE,313,OC1,0,65,R,STEARNS,LIVING THROUGH PERSONAL CRISIS,,,NACS,,,16.5,Textbook->Religion & Culture->300,RE313OC103.JPG,taxable,standard-rate,,
RE,321,OC1,100,65,R,N/A,RE 321 ONLINE LEARNING COURSE PACKAGE,,,WLUPS,,P,21.95,Textbook->Religion & Culture->300,RE321OC101.JPG,taxable,standard-rate,,
